n,t,i,p,u,v
541,5.999999999999995,1,-,-,-
542,5.999999999999995,2,-,-,-
543,5.999999999999995,3,0.0016186084155314564,6.07428806977403e-05,1.786361364528342e-05
544,5.999999999999995,1,-,-,-
545,5.999999999999995,2,-,-,-
546,5.999999999999995,3,0.001526483482381125,5.427084871262014e-05,1.6918441760028805e-05
547,5.999999999999995,1,-,-,-
548,5.999999999999995,2,-,-,-
549,5.999999999999995,3,0.0016148108045426772,5.636625456079577e-05,1.6705450581773647e-05
550,6.099999999999994,1,-,-,-
551,6.099999999999994,2,-,-,-
552,6.099999999999994,3,0.001622847215262417,5.329777468212893e-05,1.767779351911364e-05
553,6.099999999999994,1,-,-,-
554,6.099999999999994,2,-,-,-
555,6.099999999999994,3,0.0016413901365595145,5.191359702609585e-05,1.562267594184703e-05
556,6.099999999999994,1,-,-,-
557,6.099999999999994,2,-,-,-
558,6.099999999999994,3,0.0018122872942884134,5.703749600486538e-05,1.775585933477886e-05
559,6.199999999999994,1,-,-,-
560,6.199999999999994,2,-,-,-
561,6.199999999999994,3,0.0019127820664801968,6.0560199259969374e-05,1.603389005238629e-05
562,6.199999999999994,1,-,-,-
563,6.199999999999994,2,-,-,-
564,6.199999999999994,3,0.0019338626214618912,6.335236127063872e-05,1.694178182546582e-05
565,6.199999999999994,1,-,-,-
566,6.199999999999994,2,-,-,-
567,6.199999999999994,3,0.002100756982611559,7.037205156766306e-05,1.918154917202407e-05
568,6.299999999999994,1,-,-,-
569,6.299999999999994,2,-,-,-
570,6.299999999999994,3,0.002080748124603853,7.446571974715345e-05,1.6302865302744328e-05
571,6.299999999999994,1,-,-,-
572,6.299999999999994,2,-,-,-
573,6.299999999999994,3,0.001979790228975736,7.176512288582679e-05,1.6066556453200522e-05
574,6.299999999999994,1,-,-,-
575,6.299999999999994,2,-,-,-
576,6.299999999999994,3,0.0020336470640033373,8.381563260578759e-05,1.5156502482577201e-05
577,6.399999999999993,1,-,-,-
578,6.399999999999993,2,-,-,-
579,6.399999999999993,3,0.0017872775572721751,7.143486709935021e-05,1.5525581653948152e-05
580,6.399999999999993,1,-,-,-
581,6.399999999999993,2,-,-,-
582,6.399999999999993,3,0.0015488903845483088,6.0294283528578656e-05,1.5743006601528106e-05
583,6.399999999999993,1,-,-,-
584,6.399999999999993,2,-,-,-
585,6.399999999999993,3,0.0014493393703752361,5.715696569867616e-05,2.206703078858049e-05
586,6.499999999999993,1,-,-,-
587,6.499999999999993,2,-,-,-
588,6.499999999999993,3,0.0010698507643989868,4.526781899091149e-05,1.44462860956196e-05
589,6.499999999999993,1,-,-,-
590,6.499999999999993,2,-,-,-
591,6.499999999999993,3,0.0008311867167631248,3.581076369847188e-05,3.2684622021311724e-05
592,6.499999999999993,1,-,-,-
593,6.499999999999993,2,-,-,-
594,6.499999999999993,3,0.0007450054285280135,3.268096134199099e-05,1.3693195484675177e-05
595,6.5999999999999925,1,-,-,-
596,6.5999999999999925,2,-,-,-
597,6.5999999999999925,3,0.0007435189793147164,3.256328020066468e-05,1.3458821068446078e-05
598,6.5999999999999925,1,-,-,-
599,6.5999999999999925,2,-,-,-
600,6.5999999999999925,3,0.0008553363360903056,3.9307755678841335e-05,1.8463192610975603e-05
601,6.5999999999999925,1,-,-,-
602,6.5999999999999925,2,-,-,-
603,6.5999999999999925,3,0.0011036624795291547,4.624214268353297e-05,1.3544423267403641e-05
604,6.699999999999992,1,-,-,-
605,6.699999999999992,2,-,-,-
606,6.699999999999992,3,0.0013560496248540218,5.406547396828831e-05,1.3523829889358128e-05
607,6.699999999999992,1,-,-,-
608,6.699999999999992,2,-,-,-
609,6.699999999999992,3,0.0014586335302898808,5.754582434123603e-05,1.2369243857717263e-05
610,6.699999999999992,1,-,-,-
611,6.699999999999992,2,-,-,-
612,6.699999999999992,3,0.0016846058580525748,6.457179952365883e-05,1.4277420562327611e-05
613,6.799999999999992,1,-,-,-
614,6.799999999999992,2,-,-,-
615,6.799999999999992,3,0.0017615236152809667,6.551576227328433e-05,1.2624590010877401e-05
616,6.799999999999992,1,-,-,-
617,6.799999999999992,2,-,-,-
618,6.799999999999992,3,0.0017362574498467284,6.370306747762848e-05,1.3135767263302306e-05
619,6.799999999999992,1,-,-,-
620,6.799999999999992,2,-,-,-
621,6.799999999999992,3,0.0018407789121839472,6.600441622358485e-05,1.5755383691943297e-05
622,6.8999999999999915,1,-,-,-
623,6.8999999999999915,2,-,-,-
624,6.8999999999999915,3,0.001749492847870136,6.135698336979456e-05,1.2771489332645188e-05
625,6.8999999999999915,1,-,-,-
626,6.8999999999999915,2,-,-,-
627,6.8999999999999915,3,0.0016435951789049745,5.56504505223047e-05,1.2033455323006918e-05
628,6.8999999999999915,1,-,-,-
629,6.8999999999999915,2,-,-,-
630,6.8999999999999915,3,0.0016546839632127326,5.5752642312407164e-05,1.149350142247172e-05
631,6.999999999999991,1,-,-,-
632,6.999999999999991,2,-,-,-
633,6.999999999999991,3,0.0015081437886653368,5.214674981198538e-05,1.1527747062929388e-05
634,6.999999999999991,1,-,-,-
635,6.999999999999991,2,-,-,-
636,6.999999999999991,3,0.0013954742001143076,4.918885218462371e-05,1.2807478693956506e-05
637,6.999999999999991,1,-,-,-
638,6.999999999999991,2,-,-,-
639,6.999999999999991,3,0.001396688988480628,5.3464667423835046e-05,1.377973061518055e-05
640,7.099999999999991,1,-,-,-
641,7.099999999999991,2,-,-,-
642,7.099999999999991,3,0.0012898894277833803,5.1494575753807686e-05,1.1280429595237349e-05
643,7.099999999999991,1,-,-,-
644,7.099999999999991,2,-,-,-
645,7.099999999999991,3,0.001209344949179097,4.947318203207446e-05,1.3225040186042566e-05
646,7.099999999999991,1,-,-,-
647,7.099999999999991,2,-,-,-
648,7.099999999999991,3,0.0012548286799225618,5.2728443586278285e-05,1.1459280341760192e-05
649,7.19999999999999,1,-,-,-
650,7.19999999999999,2,-,-,-
651,7.19999999999999,3,0.0012020011679733276,5.225281156139265e-05,1.0914763469187423e-05
652,7.19999999999999,1,-,-,-
653,7.19999999999999,2,-,-,-
654,7.19999999999999,3,0.0011481907323428384,5.028724994413936e-05,1.3373777942478545e-05
655,7.19999999999999,1,-,-,-
656,7.19999999999999,2,-,-,-
657,7.19999999999999,3,0.0012279988197643114,5.39840982672507e-05,1.561605591195428e-05
658,7.29999999999999,1,-,-,-
659,7.29999999999999,2,-,-,-
660,7.29999999999999,3,0.001201386643054744,5.172090302417193e-05,1.1192977075387553e-05
661,7.29999999999999,1,-,-,-
662,7.29999999999999,2,-,-,-
663,7.29999999999999,3,0.0011624519335621953,5.03809484314214e-05,1.0817900221517874e-05
664,7.29999999999999,1,-,-,-
665,7.29999999999999,2,-,-,-
666,7.29999999999999,3,0.0012515717535738127,5.2605309430156094e-05,1.3571611866884913e-05
667,7.39999999999999,1,-,-,-
668,7.39999999999999,2,-,-,-
669,7.39999999999999,3,0.0012388725672500677,5.002500562986965e-05,1.170730340209503e-05
670,7.39999999999999,1,-,-,-
671,7.39999999999999,2,-,-,-
672,7.39999999999999,3,0.0012117025134790165,4.7085900134956095e-05,1.0130098806489511e-05
673,7.39999999999999,1,-,-,-
674,7.39999999999999,2,-,-,-
675,7.39999999999999,3,0.0012977299876871448,4.98388135766278e-05,1.1251458821379178e-05
676,7.499999999999989,1,-,-,-
677,7.499999999999989,2,-,-,-
678,7.499999999999989,3,0.001294321908537891,4.8649177417206714e-05,1.0452075759653072e-05
679,7.499999999999989,1,-,-,-
680,7.499999999999989,2,-,-,-
681,7.499999999999989,3,0.0012673999148032512,4.779173210259591e-05,1.1771847633361419e-05
682,7.499999999999989,1,-,-,-
683,7.499999999999989,2,-,-,-
684,7.499999999999989,3,0.0013428394064606602,5.1301476411003904e-05,1.8891767735076412e-05
685,7.599999999999989,1,-,-,-
686,7.599999999999989,2,-,-,-
687,7.599999999999989,3,0.0013228019574272585,5.0770870247287376e-05,1.0773568451397843e-05
688,7.599999999999989,1,-,-,-
689,7.599999999999989,2,-,-,-
690,7.599999999999989,3,0.001273388893686471,4.9875388554413775e-05,1.5306263408490663e-05
691,7.599999999999989,1,-,-,-
692,7.599999999999989,2,-,-,-
693,7.599999999999989,3,0.0013263305656396514,5.291251793132184e-05,1.2440763478933608e-05
694,7.699999999999989,1,-,-,-
695,7.699999999999989,2,-,-,-
696,7.699999999999989,3,0.0012635652339093978,5.1450675050338955e-05,1.3067578953499896e-05
697,7.699999999999989,1,-,-,-
698,7.699999999999989,2,-,-,-
699,7.699999999999989,3,0.0011867697249957404,4.91809114134444e-05,1.3898656955799897e-05
700,7.699999999999989,1,-,-,-
701,7.699999999999989,2,-,-,-
702,7.699999999999989,3,0.0012144304681688557,4.980252766578936e-05,9.375956644605415e-06
703,7.799999999999988,1,-,-,-
704,7.799999999999988,2,-,-,-
705,7.799999999999988,3,0.0011277045505929582,4.6330401267408046e-05,8.97795206550922e-06
706,7.799999999999988,1,-,-,-
707,7.799999999999988,2,-,-,-
708,7.799999999999988,3,0.0010528490205858074,4.508358356941148e-05,3.3069462812341895e-05
709,7.799999999999988,1,-,-,-
710,7.799999999999988,2,-,-,-
711,7.799999999999988,3,0.0010793916880303437,4.459228666292622e-05,1.1520650916557021e-05
712,7.899999999999988,1,-,-,-
713,7.899999999999988,2,-,-,-
714,7.899999999999988,3,0.0010243198076220835,4.382228492386814e-05,9.115879955155569e-06
715,7.899999999999988,1,-,-,-
716,7.899999999999988,2,-,-,-
717,7.899999999999988,3,0.0009821782547230597,3.971045232292503e-05,1.348348245546324e-05
718,7.899999999999988,1,-,-,-
719,7.899999999999988,2,-,-,-
720,7.899999999999988,3,0.0010355389301539156,4.2510446321386924e-05,1.528126169914437e-05
721,7.999999999999988,1,-,-,-
722,7.999999999999988,2,-,-,-
723,7.999999999999988,3,0.0010239212191433152,4.145092477779789e-05,9.6123606637724e-06
724,7.999999999999988,1,-,-,-
725,7.999999999999988,2,-,-,-
726,7.999999999999988,3,0.0010001612562474795,4.1726053588309314e-05,1.3193768100540314e-05
727,7.999999999999988,1,-,-,-
728,7.999999999999988,2,-,-,-
729,7.999999999999988,3,0.0010671733140466013,4.3688540478014685e-05,1.1659561190108152e-05
730,8.099999999999987,1,-,-,-
731,8.099999999999987,2,-,-,-
732,8.099999999999987,3,0.0010557451842717028,4.295345023364531e-05,1.1765152250382142e-05
733,8.099999999999987,1,-,-,-
734,8.099999999999987,2,-,-,-
735,8.099999999999987,3,0.0010230615708049224,4.2322013287983485e-05,8.489655678735388e-06
736,8.099999999999987,1,-,-,-
737,8.099999999999987,2,-,-,-
738,8.099999999999987,3,0.0010791334574337744,4.474846076091842e-05,9.427194246935637e-06
739,8.199999999999987,1,-,-,-
740,8.199999999999987,2,-,-,-
741,8.199999999999987,3,0.0010478459615438193,4.2322335517725554e-05,9.15263343933682e-06
742,8.199999999999987,1,-,-,-
743,8.199999999999987,2,-,-,-
744,8.199999999999987,3,0.0010047700665861642,4.2504328768097895e-05,1.0327196416412174e-05
745,8.199999999999987,1,-,-,-
746,8.199999999999987,2,-,-,-
747,8.199999999999987,3,0.0010474967828662974,4.194887769136325e-05,8.462886624329186e-06
748,8.299999999999986,1,-,-,-
749,8.299999999999986,2,-,-,-
750,8.299999999999986,3,0.001008247685464963,3.9963209955827365e-05,7.965007179386132e-06
751,8.299999999999986,1,-,-,-
752,8.299999999999986,2,-,-,-
753,8.299999999999986,3,0.0009653544280913715,4.0473890377770614e-05,1.9510104528769413e-05
754,8.299999999999986,1,-,-,-
755,8.299999999999986,2,-,-,-
756,8.299999999999986,3,0.0010052145042557287,4.1545574347048e-05,1.427246109955358e-05
757,8.399999999999986,1,-,-,-
758,8.399999999999986,2,-,-,-
759,8.399999999999986,3,0.0009708092411592004,3.8559990142797554e-05,9.320152462119151e-06
760,8.399999999999986,1,-,-,-
761,8.399999999999986,2,-,-,-
762,8.399999999999986,3,0.000933085751714286,3.8640963160622773e-05,1.676977832720835e-05
763,8.399999999999986,1,-,-,-
764,8.399999999999986,2,-,-,-
765,8.399999999999986,3,0.0009760737091202257,3.900804529435861e-05,1.0421958611812968e-05
766,8.499999999999986,1,-,-,-
767,8.499999999999986,2,-,-,-
768,8.499999999999986,3,0.0009484203462790228,3.755551865382938e-05,7.7997710717797e-06
769,8.499999999999986,1,-,-,-
770,8.499999999999986,2,-,-,-
771,8.499999999999986,3,0.0009149734538236802,3.898976075348274e-05,1.8154041655654375e-05
772,8.499999999999986,1,-,-,-
773,8.499999999999986,2,-,-,-
774,8.499999999999986,3,0.0009600650449760442,3.83354733719914e-05,9.860019872308803e-06
775,8.599999999999985,1,-,-,-
776,8.599999999999985,2,-,-,-
777,8.599999999999985,3,0.0009355696143626811,3.687065184068589e-05,7.5555552119291185e-06
778,8.599999999999985,1,-,-,-
779,8.599999999999985,2,-,-,-
780,8.599999999999985,3,0.0009031579406865145,3.55227690360326e-05,9.383854674668911e-06
781,8.599999999999985,1,-,-,-
782,8.599999999999985,2,-,-,-
783,8.599999999999985,3,0.0009478719741080946,3.833491218572666e-05,2.7039634564697324e-05
784,8.699999999999985,1,-,-,-
785,8.699999999999985,2,-,-,-
786,8.699999999999985,3,0.0009222497538719519,3.674131823527726e-05,1.0156027002940632e-05
787,8.699999999999985,1,-,-,-
788,8.699999999999985,2,-,-,-
789,8.699999999999985,3,0.0008890180542660636,3.518337058417331e-05,1.3690958921576427e-05
790,8.699999999999985,1,-,-,-
791,8.699999999999985,2,-,-,-
792,8.699999999999985,3,0.0009309281945335097,3.682043307927436e-05,9.295363084388278e-06
793,8.799999999999985,1,-,-,-
794,8.799999999999985,2,-,-,-
795,8.799999999999985,3,0.0009030872961180046,3.514906213985063e-05,7.2609884263569835e-06
796,8.799999999999985,1,-,-,-
797,8.799999999999985,2,-,-,-
798,8.799999999999985,3,0.0008693179897162049,3.444953296075514e-05,1.3427034209190253e-05
799,8.799999999999985,1,-,-,-
800,8.799999999999985,2,-,-,-
801,8.799999999999985,3,0.0009085865127344162,3.642298698497668e-05,1.0326999925527765e-05
802,8.899999999999984,1,-,-,-
803,8.899999999999984,2,-,-,-
804,8.899999999999984,3,0.0008808781874971816,3.4962061575437574e-05,7.635014154641268e-06
805,8.899999999999984,1,-,-,-
806,8.899999999999984,2,-,-,-
807,8.899999999999984,3,0.0008486325890211746,3.618485183208881e-05,1.1690203486151116e-05
808,8.899999999999984,1,-,-,-
809,8.899999999999984,2,-,-,-
810,8.899999999999984,3,0.000887075484086506,3.576962527014345e-05,1.2149029079526615e-05
811,8.999999999999984,1,-,-,-
812,8.999999999999984,2,-,-,-
813,8.999999999999984,3,0.0008624622217241453,3.486765574174615e-05,8.046585413694238e-06
814,8.999999999999984,1,-,-,-
815,8.999999999999984,2,-,-,-
816,8.999999999999984,3,0.0008329355908185968,3.384438907218082e-05,1.1639437824303842e-05
817,8.999999999999984,1,-,-,-
818,8.999999999999984,2,-,-,-
819,8.999999999999984,3,0.0008719800387918675,3.489176908696637e-05,8.241372544992363e-06
820,9.099999999999984,1,-,-,-
821,9.099999999999984,2,-,-,-
822,9.099999999999984,3,0.0008507384188987236,3.306382599780363e-05,6.4784289038228925e-06
823,9.099999999999984,1,-,-,-
824,9.099999999999984,2,-,-,-
825,9.099999999999984,3,0.0008234385029381797,3.233958133103649e-05,1.1848992440134748e-05
826,9.099999999999984,1,-,-,-
827,9.099999999999984,2,-,-,-
828,9.099999999999984,3,0.000862804435969483,3.383686283321266e-05,1.1876824492818304e-05
829,9.199999999999983,1,-,-,-
830,9.199999999999983,2,-,-,-
831,9.199999999999983,3,0.0008430611014395646,3.3772253568064056e-05,1.244436256191312e-05
832,9.199999999999983,1,-,-,-
833,9.199999999999983,2,-,-,-
834,9.199999999999983,3,0.0008162584209504682,3.1583183475391685e-05,2.0095183754208257e-05
835,9.199999999999983,1,-,-,-
836,9.199999999999983,2,-,-,-
837,9.199999999999983,3,0.0008552070294477631,3.257737293699469e-05,1.1020136478608487e-05
838,9.299999999999983,1,-,-,-
839,9.299999999999983,2,-,-,-
840,9.299999999999983,3,0.0008354352113957214,3.185959033280065e-05,6.591927074180181e-06
841,9.299999999999983,1,-,-,-
842,9.299999999999983,2,-,-,-
843,9.299999999999983,3,0.0008087675379640035,3.226655079772583e-05,1.4333913281361364e-05
844,9.299999999999983,1,-,-,-
845,9.299999999999983,2,-,-,-
846,9.299999999999983,3,0.0008469335783766198,3.411601580827693e-05,1.4964965561122523e-05
847,9.399999999999983,1,-,-,-
848,9.399999999999983,2,-,-,-
849,9.399999999999983,3,0.0008267490468142558,3.226993298497559e-05,1.1048926124583059e-05
850,9.399999999999983,1,-,-,-
851,9.399999999999983,2,-,-,-
852,9.399999999999983,3,0.0008002725070568309,3.162939774106712e-05,8.784371438616656e-06
853,9.399999999999983,1,-,-,-
854,9.399999999999983,2,-,-,-
855,9.399999999999983,3,0.0008372354758039368,3.328265126420793e-05,1.1755930285995336e-05
856,9.499999999999982,1,-,-,-
857,9.499999999999982,2,-,-,-
858,9.499999999999982,3,0.000817393388812226,3.2912536422925094e-05,9.56554979799928e-06
859,9.499999999999982,1,-,-,-
860,9.499999999999982,2,-,-,-
861,9.499999999999982,3,0.0007917942183585719,3.252841404735782e-05,1.624751467826721e-05
862,9.499999999999982,1,-,-,-
863,9.499999999999982,2,-,-,-
864,9.499999999999982,3,0.0008279951126529847,3.177369028539861e-05,7.026675228718291e-06
865,9.599999999999982,1,-,-,-
866,9.599999999999982,2,-,-,-
867,9.599999999999982,3,0.0008095222466745205,3.0779875596261184e-05,6.455911978367589e-06
868,9.599999999999982,1,-,-,-
869,9.599999999999982,2,-,-,-
870,9.599999999999982,3,0.0007860845761686339,3.297933598450542e-05,4.538547512610767e-05
871,9.599999999999982,1,-,-,-
872,9.599999999999982,2,-,-,-
873,9.599999999999982,3,0.000821861204602111,3.253788448734795e-05,1.327240489668649e-05
874,9.699999999999982,1,-,-,-
875,9.699999999999982,2,-,-,-
876,9.699999999999982,3,0.0008053200851713623,3.06657352677589e-05,7.626866583308063e-06
877,9.699999999999982,1,-,-,-
878,9.699999999999982,2,-,-,-
879,9.699999999999982,3,0.0007823046822160139,3.218688021498189e-05,1.3583625202706333e-05
880,9.699999999999982,1,-,-,-
881,9.699999999999982,2,-,-,-
882,9.699999999999982,3,0.0008190731084787995,3.229127905525423e-05,9.77621679274028e-06
883,9.799999999999981,1,-,-,-
884,9.799999999999981,2,-,-,-
885,9.799999999999981,3,0.0008030815877704417,3.0363219118469483e-05,8.257794566459932e-06
886,9.799999999999981,1,-,-,-
887,9.799999999999981,2,-,-,-
888,9.799999999999981,3,0.0007798444953511287,3.0069319683189076e-05,1.0548102033618746e-05
889,9.799999999999981,1,-,-,-
890,9.799999999999981,2,-,-,-
891,9.799999999999981,3,0.0008157338483589896,3.160748904443486e-05,9.042543287247261e-06
892,9.89999999999998,1,-,-,-
893,9.89999999999998,2,-,-,-
894,9.89999999999998,3,0.0007980292868730302,3.001417284078954e-05,8.276988939570178e-06
895,9.89999999999998,1,-,-,-
896,9.89999999999998,2,-,-,-
897,9.89999999999998,3,0.0007732417958193927,2.9878135817215883e-05,9.748246905166697e-06
898,9.89999999999998,1,-,-,-
899,9.89999999999998,2,-,-,-
900,9.89999999999998,3,0.0008071283333224668,3.1065153754521954e-05,7.58092497491518e-06
901,9.99999999999998,1,-,-,-
902,9.99999999999998,2,-,-,-
903,9.99999999999998,3,0.0007868624932143354,3.0011827588353754e-05,6.943675226616388e-06
904,9.99999999999998,1,-,-,-
905,9.99999999999998,2,-,-,-
906,9.99999999999998,3,0.0007608460018665507,3.612083860239793e-05,1.7203825502359494e-05
907,9.99999999999998,1,-,-,-
908,9.99999999999998,2,-,-,-
909,9.99999999999998,3,0.0007927900700700454,3.3280715876733266e-05,1.2478697804090323e-05
910,10.09999999999998,1,-,-,-
911,10.09999999999998,2,-,-,-
912,10.09999999999998,3,0.0007708503858739335,3.02403123853076e-05,8.203647192942583e-06
913,10.09999999999998,1,-,-,-
914,10.09999999999998,2,-,-,-
915,10.09999999999998,3,0.0007438469867460166,2.975109351540963e-05,1.452801234137715e-05
916,10.09999999999998,1,-,-,-
917,10.09999999999998,2,-,-,-
918,10.09999999999998,3,0.0007750037997909753,3.129742356132295e-05,1.330238503261673e-05
919,10.19999999999998,1,-,-,-
920,10.19999999999998,2,-,-,-
921,10.19999999999998,3,0.0007521253365750021,2.9353403417299527e-05,6.767354494563382e-06
922,10.19999999999998,1,-,-,-
923,10.19999999999998,2,-,-,-
924,10.19999999999998,3,0.0007246906144379517,2.868973298120705e-05,1.7608300703831916e-05
925,10.19999999999998,1,-,-,-
926,10.19999999999998,2,-,-,-
927,10.19999999999998,3,0.0007551040521557807,2.968950750236824e-05,1.2754191265404499e-05
928,10.29999999999998,1,-,-,-
929,10.29999999999998,2,-,-,-
930,10.29999999999998,3,0.0007314494466298613,2.855074541861945e-05,5.7688963067223665e-06
931,10.29999999999998,1,-,-,-
932,10.29999999999998,2,-,-,-
933,10.29999999999998,3,0.0007042122886982412,2.948412838327151e-05,1.0170084059147263e-05
